Date,Country,Continent,Population,Weekly_New_Cases,Weekly_New_Deaths,Cumulative_Cases,Cumulative_Deaths,Cases_Per_Million,Deaths_Per_Million,Case_Fatality_Rate_Pct,Vaccinated_Pct,Recovery_Rate_Pct
2020-05-24,France,Europe,67000000,30385,668,450443,7821,6723.03,116.73,1.736,0.0,98.26
2020-05-31,France,Europe,67000000,32719,564,483162,8385,7211.37,125.15,1.735,0.0,98.27
2020-06-07,France,Europe,67000000,22025,271,505187,8656,7540.1,129.19,1.713,0.0,98.29
2020-06-14,France,Europe,67000000,23666,428,528853,9084,7893.33,135.58,1.718,0.0,98.28
2020-06-21,France,Europe,67000000,19523,367,548376,9451,8184.72,141.06,1.723,0.0,98.28
2020-06-28,France,Europe,67000000,25022,325,573398,9776,8558.18,145.91,1.705,0.0,98.3
2020-07-05,France,Europe,67000000,33522,530,606920,10306,9058.51,153.82,1.698,0.0,98.3
2020-07-12,France,Europe,67000000,20686,456,627606,10762,9367.25,160.63,1.715,0.0,98.28
2020-07-19,France,Europe,67000000,19890,404,647496,11166,9664.12,166.66,1.724,0.0,98.28
2020-07-26,France,Europe,67000000,31702,443,679198,11609,10137.28,173.27,1.709,0.0,98.29
2020-08-02,France,Europe,67000000,32392,543,711590,12152,10620.75,181.37,1.708,0.0,98.29
2020-08-09,France,Europe,67000000,26351,231,737941,12383,11014.04,184.82,1.678,0.0,98.32
2020-08-16,France,Europe,67000000,23365,556,761306,12939,11362.78,193.12,1.7,0.0,98.3
2020-08-23,France,Europe,67000000,24758,428,786064,13367,11732.3,199.51,1.7,0.0,98.3
2020-08-30,France,Europe,67000000,26677,481,812741,13848,12130.46,206.69,1.704,0.0,98.3
2020-09-06,France,Europe,67000000,19028,269,831769,14117,12414.46,210.7,1.697,0.0,98.3
2020-09-13,France,Europe,67000000,28837,329,860606,14446,12844.87,215.61,1.679,0.0,98.32
2020-09-20,France,Europe,67000000,20550,167,881156,14613,13151.58,218.1,1.658,0.0,98.34
2020-09-27,France,Europe,67000000,23594,542,904750,15155,13503.73,226.19,1.675,0.0,98.33
2020-10-04,France,Europe,67000000,17540,197,922290,15352,13765.52,229.13,1.665,0.0,98.33
2020-10-11,France,Europe,67000000,20754,424,943044,15776,14075.28,235.46,1.673,0.0,98.33
2020-10-18,France,Europe,67000000,24742,372,967786,16148,14444.57,241.01,1.669,0.0,98.33
2020-10-25,France,Europe,67000000,25615,470,993401,16618,14826.88,248.03,1.673,0.0,98.33
2020-11-01,France,Europe,67000000,26587,582,1019988,17200,15223.7,256.72,1.686,0.0,98.31
2020-11-08,France,Europe,67000000,17679,223,1037667,17423,15487.57,260.04,1.679,0.0,98.32
2020-11-15,France,Europe,67000000,15502,212,1053169,17635,15718.94,263.21,1.674,0.0,98.33
2020-11-22,France,Europe,67000000,24956,371,1078125,18006,16091.42,268.75,1.67,0.0,98.33
2020-11-29,France,Europe,67000000,15290,320,1093415,18326,16319.63,273.52,1.676,0.0,98.32
2020-12-06,France,Europe,67000000,17955,189,1111370,18515,16587.61,276.34,1.666,0.0,98.33
2020-12-13,France,Europe,67000000,15426,232,1126796,18747,16817.85,279.81,1.664,0.0,98.34
2020-12-20,France,Europe,67000000,18084,151,1144880,18898,17087.76,282.06,1.651,0.0,98.35
2020-12-27,France,Europe,67000000,12701,213,1157581,19111,17277.33,285.24,1.651,0.0,98.35
2021-01-03,France,Europe,67000000,11860,221,1169441,19332,17454.34,288.54,1.653,0.0,98.35
2021-01-10,France,Europe,67000000,12633,178,1182074,19510,17642.9,291.19,1.65,0.0,98.35
2021-01-17,France,Europe,67000000,14919,279,1196993,19789,17865.57,295.36,1.653,0.0,98.35
2021-01-24,France,Europe,67000000,8333,146,1205326,19935,17989.94,297.54,1.654,0.0,98.35
2021-01-31,France,Europe,67000000,11278,226,1216604,20161,18158.27,300.91,1.657,0.0,98.34
2021-02-07,France,Europe,67000000,6890,169,1223494,20330,18261.1,303.43,1.662,0.0,98.34
2021-02-14,France,Europe,67000000,7260,77,1230754,20407,18369.46,304.58,1.658,0.0,98.34
2021-02-21,France,Europe,67000000,5164,49,1235918,20456,18446.54,305.31,1.655,0.0,98.34
2021-02-28,France,Europe,67000000,6241,62,1242159,20518,18539.69,306.24,1.652,0.0,98.35
2021-03-07,France,Europe,67000000,3226,72,1245385,20590,18587.84,307.31,1.653,0.28,98.35
2021-03-14,France,Europe,67000000,2183,19,1247568,20609,18620.42,307.6,1.652,0.8,98.35
2021-03-21,France,Europe,67000000,1783,34,1249351,20643,18647.03,308.1,1.652,1.57,98.35
2021-03-28,France,Europe,67000000,1902,39,1251253,20682,18675.42,308.69,1.653,2.85,98.35
2021-04-04,France,Europe,67000000,2666,46,1253919,20728,18715.21,309.37,1.653,4.24,98.35
2021-04-11,France,Europe,67000000,3045,50,1256964,20778,18760.66,310.12,1.653,5.67,98.35
2021-04-18,France,Europe,67000000,4197,34,1261161,20812,18823.3,310.63,1.65,7.34,98.35
2021-04-25,France,Europe,67000000,2866,61,1264027,20873,18866.07,311.54,1.651,8.91,98.35
2021-05-02,France,Europe,67000000,5792,55,1269819,20928,18952.52,312.36,1.648,10.45,98.35
2021-05-09,France,Europe,67000000,5898,117,1275717,21045,19040.55,314.1,1.65,11.97,98.35
2021-05-16,France,Europe,67000000,7144,109,1282861,21154,19147.18,315.73,1.649,13.35,98.35
2021-05-23,France,Europe,67000000,7951,79,1290812,21233,19265.85,316.91,1.645,15.13,98.36
2021-05-30,France,Europe,67000000,10251,247,1301063,21480,19418.85,320.6,1.651,16.47,98.35
2021-06-06,France,Europe,67000000,12410,269,1313473,21749,19604.07,324.61,1.656,18.07,98.34
2021-06-13,France,Europe,67000000,11949,159,1325422,21908,19782.42,326.99,1.653,19.76,98.35
2021-06-20,France,Europe,67000000,12109,111,1337531,22019,19963.15,328.64,1.646,21.15,98.35
2021-06-27,France,Europe,67000000,16465,369,1353996,22388,20208.9,334.15,1.653,22.94,98.35
2021-07-04,France,Europe,67000000,15061,183,1369057,22571,20433.69,336.88,1.649,24.24,98.35
2021-07-11,France,Europe,67000000,12093,100,1381150,22671,20614.18,338.37,1.641,25.67,98.36
2021-07-18,France,Europe,67000000,12846,192,1393996,22863,20805.91,341.24,1.64,27.43,98.36
2021-07-25,France,Europe,67000000,15915,364,1409911,23227,21043.45,346.67,1.647,29.0,98.35
2021-08-01,France,Europe,67000000,14774,207,1424685,23434,21263.96,349.76,1.645,30.25,98.36
2021-08-08,France,Europe,67000000,16375,319,1441060,23753,21508.36,354.52,1.648,31.49,98.35
2021-08-15,France,Europe,67000000,15586,225,1456646,23978,21740.99,357.88,1.646,33.28,98.35
2021-08-22,France,Europe,67000000,22993,470,1479639,24448,22084.16,364.9,1.652,34.55,98.35
2021-08-29,France,Europe,67000000,23726,506,1503365,24954,22438.28,372.45,1.66,36.11,98.34
2021-09-05,France,Europe,67000000,27088,366,1530453,25320,22842.58,377.91,1.654,37.87,98.35
2021-09-12,France,Europe,67000000,26872,220,1557325,25540,23243.66,381.19,1.64,39.34,98.36
2021-09-19,France,Europe,67000000,28381,276,1585706,25816,23667.25,385.31,1.628,40.87,98.37
2021-09-26,France,Europe,67000000,29056,506,1614762,26322,24100.93,392.87,1.63,42.19,98.37
2021-10-03,France,Europe,67000000,24169,277,1638931,26599,24461.66,397.0,1.623,43.7,98.38
2021-10-10,France,Europe,67000000,17460,319,1656391,26918,24722.25,401.76,1.625,45.21,98.38
2021-10-17,France,Europe,67000000,27266,510,1683657,27428,25129.21,409.37,1.629,46.74,98.37
2021-10-24,France,Europe,67000000,26917,281,1710574,27709,25530.96,413.57,1.62,48.3,98.38
2021-10-31,France,Europe,67000000,19644,466,1730218,28175,25824.15,420.52,1.628,49.54,98.37
2021-11-07,France,Europe,67000000,23669,469,1753887,28644,26177.42,427.52,1.633,51.01,98.37
2021-11-14,France,Europe,67000000,18807,327,1772694,28971,26458.12,432.4,1.634,52.6,98.37
2021-11-21,France,Europe,67000000,28123,403,1800817,29374,26877.87,438.42,1.631,54.13,98.37
2021-11-28,France,Europe,67000000,24426,474,1825243,29848,27242.43,445.49,1.635,55.68,98.36
2021-12-05,France,Europe,67000000,25630,313,1850873,30161,27624.97,450.16,1.63,56.89,98.37
2021-12-12,France,Europe,67000000,20324,203,1871197,30364,27928.31,453.19,1.623,58.36,98.38
2021-12-19,France,Europe,67000000,26946,313,1898143,30677,28330.49,457.87,1.616,60.12,98.38
2021-12-26,France,Europe,67000000,17729,374,1915872,31051,28595.1,463.45,1.621,61.69,98.38
2022-01-02,France,Europe,67000000,23176,205,1939048,31256,28941.01,466.51,1.612,63.27,98.39
2022-01-09,France,Europe,67000000,23221,555,1962269,31811,29287.6,474.79,1.621,64.8,98.38
2022-01-16,France,Europe,67000000,31273,367,1993542,32178,29754.36,480.27,1.614,66.43,98.39
2022-01-23,France,Europe,67000000,26242,539,2019784,32717,30146.03,488.31,1.62,67.76,98.38
2022-01-30,France,Europe,67000000,26650,438,2046434,33155,30543.79,494.85,1.62,69.41,98.38
2022-02-06,France,Europe,67000000,21459,496,2067893,33651,30864.07,502.25,1.627,70.66,98.37
2022-02-13,France,Europe,67000000,27950,632,2095843,34283,31281.24,511.69,1.636,72.35,98.36
2022-02-20,France,Europe,67000000,23398,361,2119241,34644,31630.46,517.07,1.635,74.14,98.36
2022-02-27,France,Europe,67000000,19100,330,2138341,34974,31915.54,522.0,1.636,75.75,98.36
2022-03-06,France,Europe,67000000,25051,287,2163392,35261,32289.43,526.28,1.63,77.34,98.37
2022-03-13,France,Europe,67000000,26054,230,2189446,35491,32678.3,529.72,1.621,79.09,98.38
2022-03-20,France,Europe,67000000,15332,215,2204778,35706,32907.13,532.93,1.619,80.3,98.38
2022-03-27,France,Europe,67000000,15537,364,2220315,36070,33139.03,538.36,1.625,81.71,98.38
2022-04-03,France,Europe,67000000,19335,225,2239650,36295,33427.61,541.72,1.621,83.27,98.38
2022-04-10,France,Europe,67000000,20769,297,2260419,36592,33737.6,546.15,1.619,84.67,98.38
2022-04-17,France,Europe,67000000,23424,340,2283843,36932,34087.21,551.22,1.617,86.16,98.38
2022-04-24,France,Europe,67000000,15993,341,2299836,37273,34325.91,556.31,1.621,87.6,98.38
2022-05-01,France,Europe,67000000,17860,219,2317696,37492,34592.48,559.58,1.618,89.39,98.38
2022-05-08,France,Europe,67000000,14897,314,2332593,37806,34814.82,564.27,1.621,90.85,98.38
2022-05-15,France,Europe,67000000,13444,290,2346037,38096,35015.48,568.6,1.624,92.0,98.38
2022-05-22,France,Europe,67000000,19016,448,2365053,38544,35299.3,575.28,1.63,92.0,98.37
2022-05-29,France,Europe,67000000,10714,229,2375767,38773,35459.21,578.7,1.632,92.0,98.37
2022-06-05,France,Europe,67000000,17867,336,2393634,39109,35725.88,583.72,1.634,92.0,98.37
2022-06-12,France,Europe,67000000,15267,260,2408901,39369,35953.75,587.6,1.634,92.0,98.37
2022-06-19,France,Europe,67000000,18652,282,2427553,39651,36232.13,591.81,1.633,92.0,98.37
2022-06-26,France,Europe,67000000,19421,353,2446974,40004,36522.0,597.07,1.635,92.0,98.36
2022-07-03,France,Europe,67000000,18146,270,2465120,40274,36792.84,601.1,1.634,92.0,98.37
2022-07-10,France,Europe,67000000,12780,147,2477900,40421,36983.58,603.3,1.631,92.0,98.37
2022-07-17,France,Europe,67000000,20769,170,2498669,40591,37293.57,605.84,1.625,92.0,98.38
2022-07-24,France,Europe,67000000,23813,235,2522482,40826,37648.99,609.34,1.618,92.0,98.38
2022-07-31,France,Europe,67000000,22883,549,2545365,41375,37990.52,617.54,1.626,92.0,98.37
2022-08-07,France,Europe,67000000,22697,500,2568062,41875,38329.28,625.0,1.631,92.0,98.37
2022-08-14,France,Europe,67000000,24303,197,2592365,42072,38692.01,627.94,1.623,92.0,98.38
2022-08-21,France,Europe,67000000,20282,353,2612647,42425,38994.73,633.21,1.624,92.0,98.38
2022-08-28,France,Europe,67000000,24545,228,2637192,42653,39361.07,636.61,1.617,92.0,98.38
2022-09-04,France,Europe,67000000,26124,304,2663316,42957,39750.99,641.15,1.613,92.0,98.39
2022-09-11,France,Europe,67000000,26008,487,2689324,43444,40139.16,648.42,1.615,92.0,98.39
2022-09-18,France,Europe,67000000,19439,232,2708763,43676,40429.3,651.88,1.612,92.0,98.39
2022-09-25,France,Europe,67000000,28352,264,2737115,43940,40852.46,655.82,1.605,92.0,98.39
2022-10-02,France,Europe,67000000,20993,354,2758108,44294,41165.79,661.1,1.606,92.0,98.39
2022-10-09,France,Europe,67000000,28687,397,2786795,44691,41593.96,667.03,1.604,92.0,98.4
2022-10-16,France,Europe,67000000,22291,183,2809086,44874,41926.66,669.76,1.597,92.0,98.4
2022-10-23,France,Europe,67000000,23064,345,2832150,45219,42270.9,674.91,1.597,92.0,98.4
2022-10-30,France,Europe,67000000,22109,360,2854259,45579,42600.88,680.28,1.597,92.0,98.4
2022-11-06,France,Europe,67000000,27255,617,2881514,46196,43007.67,689.49,1.603,92.0,98.4
2022-11-13,France,Europe,67000000,27982,365,2909496,46561,43425.31,694.94,1.6,92.0,98.4
2022-11-20,France,Europe,67000000,21612,325,2931108,46886,43747.88,699.79,1.6,92.0,98.4
2022-11-27,France,Europe,67000000,29208,293,2960316,47179,44183.82,704.16,1.594,92.0,98.41
2022-12-04,France,Europe,67000000,24830,248,2985146,47427,44554.42,707.87,1.589,92.0,98.41
2022-12-11,France,Europe,67000000,20852,225,3005998,47652,44865.64,711.22,1.585,92.0,98.42
2022-12-18,France,Europe,67000000,20079,275,3026077,47927,45165.33,715.33,1.584,92.0,98.42
2022-12-25,France,Europe,67000000,24099,596,3050176,48523,45525.01,724.22,1.591,92.0,98.41
2023-01-01,France,Europe,67000000,26306,600,3076482,49123,45917.64,733.18,1.597,92.0,98.4
2023-01-08,France,Europe,67000000,21322,443,3097804,49566,46235.88,739.79,1.6,92.0,98.4
2023-01-15,France,Europe,67000000,19862,343,3117666,49909,46532.33,744.91,1.601,92.0,98.4
2023-01-22,France,Europe,67000000,15516,373,3133182,50282,46763.91,750.48,1.605,92.0,98.39
2023-01-29,France,Europe,67000000,21255,507,3154437,50789,47081.15,758.04,1.61,92.0,98.39
2023-02-05,France,Europe,67000000,26829,448,3181266,51237,47481.58,764.73,1.611,92.0,98.39
2023-02-12,France,Europe,67000000,23526,459,3204792,51696,47832.72,771.58,1.613,92.0,98.39
2023-02-19,France,Europe,67000000,25081,531,3229873,52227,48207.06,779.51,1.617,92.0,98.38
2023-02-26,France,Europe,67000000,23232,451,3253105,52678,48553.81,786.24,1.619,92.0,98.38
2023-03-05,France,Europe,67000000,22765,267,3275870,52945,48893.58,790.22,1.616,92.0,98.38
2023-03-12,France,Europe,67000000,21884,447,3297754,53392,49220.21,796.9,1.619,92.0,98.38
2023-03-19,France,Europe,67000000,19681,313,3317435,53705,49513.96,801.57,1.619,92.0,98.38
2023-03-26,France,Europe,67000000,13431,136,3330866,53841,49714.42,803.6,1.616,92.0,98.38
2023-04-02,France,Europe,67000000,15847,264,3346713,54105,49950.94,807.54,1.617,92.0,98.38
2023-04-09,France,Europe,67000000,13890,225,3360603,54330,50158.25,810.9,1.617,92.0,98.38
2023-04-16,France,Europe,67000000,13131,249,3373734,54579,50354.24,814.61,1.618,92.0,98.38
2023-04-23,France,Europe,67000000,11293,130,3385027,54709,50522.79,816.55,1.616,92.0,98.38
2023-04-30,France,Europe,67000000,11943,132,3396970,54841,50701.04,818.52,1.614,92.0,98.39
2023-05-07,France,Europe,67000000,13488,233,3410458,55074,50902.36,822.0,1.615,92.0,98.39
2023-05-14,France,Europe,67000000,9895,165,3420353,55239,51050.04,824.46,1.615,92.0,98.39
2023-05-21,France,Europe,67000000,7729,185,3428082,55424,51165.4,827.22,1.617,92.0,98.38
2023-05-28,France,Europe,67000000,7944,73,3436026,55497,51283.97,828.31,1.615,92.0,98.39
2023-06-04,France,Europe,67000000,7727,154,3443753,55651,51399.3,830.61,1.616,92.0,98.38
2023-06-11,France,Europe,67000000,6483,56,3450236,55707,51496.06,831.45,1.615,92.0,98.39
2023-06-18,France,Europe,67000000,8547,123,3458783,55830,51623.63,833.28,1.614,92.0,98.39
2023-06-25,France,Europe,67000000,7888,113,3466671,55943,51741.36,834.97,1.614,92.0,98.39
2023-07-02,France,Europe,67000000,4752,46,3471423,55989,51812.28,835.66,1.613,92.0,98.39
2023-07-09,France,Europe,67000000,6288,95,3477711,56084,51906.13,837.07,1.613,92.0,98.39
2023-07-16,France,Europe,67000000,5777,80,3483488,56164,51992.36,838.27,1.612,92.0,98.39
2023-07-23,France,Europe,67000000,6241,51,3489729,56215,52085.51,839.03,1.611,92.0,98.39
2023-07-30,France,Europe,67000000,5744,83,3495473,56298,52171.24,840.27,1.611,92.0,98.39
2023-08-06,France,Europe,67000000,4337,63,3499810,56361,52235.97,841.21,1.61,92.0,98.39
2023-08-13,France,Europe,67000000,3806,69,3503616,56430,52292.78,842.24,1.611,92.0,98.39
2023-08-20,France,Europe,67000000,5650,127,3509266,56557,52377.1,844.13,1.612,92.0,98.39
2023-08-27,France,Europe,67000000,6884,90,3516150,56647,52479.85,845.48,1.611,92.0,98.39
2023-09-03,France,Europe,67000000,7964,116,3524114,56763,52598.72,847.21,1.611,92.0,98.39
2023-09-10,France,Europe,67000000,6616,120,3530730,56883,52697.46,849.0,1.611,92.0,98.39
2023-09-17,France,Europe,67000000,11281,229,3542011,57112,52865.84,852.42,1.612,92.0,98.39
2023-09-24,France,Europe,67000000,10665,191,3552676,57303,53025.01,855.27,1.613,92.0,98.39
2023-10-01,France,Europe,67000000,10979,171,3563655,57474,53188.88,857.82,1.613,92.0,98.39
2023-10-08,France,Europe,67000000,11886,206,3575541,57680,53366.28,860.9,1.613,92.0,98.39
2023-10-15,France,Europe,67000000,14518,300,3590059,57980,53582.97,865.37,1.615,92.0,98.39
2023-10-22,France,Europe,67000000,14663,323,3604722,58303,53801.82,870.19,1.617,92.0,98.38
2023-10-29,France,Europe,67000000,13343,255,3618065,58558,54000.97,874.0,1.618,92.0,98.38
2023-11-05,France,Europe,67000000,12056,255,3630121,58813,54180.91,877.81,1.62,92.0,98.38
2023-11-12,France,Europe,67000000,16864,416,3646985,59229,54432.61,884.01,1.624,92.0,98.38
2023-11-19,France,Europe,67000000,21139,437,3668124,59666,54748.12,890.54,1.627,92.0,98.37
2023-11-26,France,Europe,67000000,15795,250,3683919,59916,54983.87,894.27,1.626,92.0,98.37
2023-12-03,France,Europe,67000000,18846,435,3702765,60351,55265.15,900.76,1.63,92.0,98.37
2023-12-10,France,Europe,67000000,22267,502,3725032,60853,55597.49,908.25,1.634,92.0,98.37
2023-12-17,France,Europe,67000000,20509,234,3745541,61087,55903.6,911.75,1.631,92.0,98.37
2023-12-24,France,Europe,67000000,25290,389,3770831,61476,56281.06,917.55,1.63,92.0,98.37
2023-12-31,France,Europe,67000000,17283,358,3788114,61834,56539.01,922.9,1.632,92.0,98.37
2020-01-05,Italy,Europe,60000000,15322,382,15322,382,255.37,6.37,2.493,0.0,97.51
2020-01-12,Italy,Europe,60000000,19303,399,34625,781,577.08,13.02,2.256,0.0,97.74
2020-01-19,Italy,Europe,60000000,27027,610,61652,1391,1027.53,23.18,2.256,0.0,97.74
2020-01-26,Italy,Europe,60000000,31279,378,92931,1769,1548.85,29.48,1.904,0.0,98.1
2020-02-02,Italy,Europe,60000000,18338,274,111269,2043,1854.48,34.05,1.836,0.0,98.16
2020-02-09,Italy,Europe,60000000,20641,172,131910,2215,2198.5,36.92,1.679,0.0,98.32
2020-02-16,Italy,Europe,60000000,25386,541,157296,2756,2621.6,45.93,1.752,0.0,98.25
2020-02-23,Italy,Europe,60000000,29995,399,187291,3155,3121.52,52.58,1.685,0.0,98.31
2020-03-01,Italy,Europe,60000000,32730,390,220021,3545,3667.02,59.08,1.611,0.0,98.39
2020-03-08,Italy,Europe,60000000,21985,461,242006,4006,4033.43,66.77,1.655,0.0,98.34
2020-03-15,Italy,Europe,60000000,34432,721,276438,4727,4607.3,78.78,1.71,0.0,98.29
2020-03-22,Italy,Europe,60000000,23896,531,300334,5258,5005.57,87.63,1.751,0.0,98.25
2020-03-29,Italy,Europe,60000000,36409,639,336743,5897,5612.38,98.28,1.751,0.0,98.25
2020-04-05,Italy,Europe,60000000,37468,850,374211,6747,6236.85,112.45,1.803,0.0,98.2
2020-04-12,Italy,Europe,60000000,37562,671,411773,7418,6862.88,123.63,1.801,0.0,98.2
2020-04-19,Italy,Europe,60000000,47228,985,459001,8403,7650.02,140.05,1.831,0.0,98.17
2020-04-26,Italy,Europe,60000000,35928,719,494929,9122,8248.82,152.03,1.843,0.0,98.16
2020-05-03,Italy,Europe,60000000,35373,420,530302,9542,8838.37,159.03,1.799,0.0,98.2
2020-05-10,Italy,Europe,60000000,40745,968,571047,10510,9517.45,175.17,1.84,0.0,98.16
2020-05-17,Italy,Europe,60000000,49122,678,620169,11188,10336.15,186.47,1.804,0.0,98.2
2020-05-24,Italy,Europe,60000000,40215,466,660384,11654,11006.4,194.23,1.765,0.0,98.23
2020-05-31,Italy,Europe,60000000,51881,1280,712265,12934,11871.08,215.57,1.816,0.0,98.18
2020-06-07,Italy,Europe,60000000,43976,953,756241,13887,12604.02,231.45,1.836,0.0,98.16
2020-06-14,Italy,Europe,60000000,45905,830,802146,14717,13369.1,245.28,1.835,0.0,98.17
2020-06-21,Italy,Europe,60000000,29933,470,832079,15187,13867.98,253.12,1.825,0.0,98.17
2020-06-28,Italy,Europe,60000000,45366,885,877445,16072,14624.08,267.87,1.832,0.0,98.17
2020-07-05,Italy,Europe,60000000,38026,912,915471,16984,15257.85,283.07,1.855,0.0,98.14
2020-07-12,Italy,Europe,60000000,32969,544,948440,17528,15807.33,292.13,1.848,0.0,98.15
2020-07-19,Italy,Europe,60000000,45864,910,994304,18438,16571.73,307.3,1.854,0.0,98.15
2020-07-26,Italy,Europe,60000000,44702,566,1039006,19004,17316.77,316.73,1.829,0.0,98.17
2020-08-02,Italy,Europe,60000000,32434,610,1071440,19614,17857.33,326.9,1.831,0.0,98.17
2020-08-09,Italy,Europe,60000000,43036,475,1114476,20089,18574.6,334.82,1.803,0.0,98.2
2020-08-16,Italy,Europe,60000000,45258,712,1159734,20801,19328.9,346.68,1.794,0.0,98.21
2020-08-23,Italy,Europe,60000000,43928,976,1203662,21777,20061.03,362.95,1.809,0.0,98.19
2020-08-30,Italy,Europe,60000000,31636,263,1235298,22040,20588.3,367.33,1.784,0.0,98.22
2020-09-06,Italy,Europe,60000000,45449,834,1280747,22874,21345.78,381.23,1.786,0.0,98.21
2020-09-13,Italy,Europe,60000000,42929,955,1323676,23829,22061.27,397.15,1.8,0.0,98.2
2020-09-20,Italy,Europe,60000000,44523,1083,1368199,24912,22803.32,415.2,1.821,0.0,98.18
2020-09-27,Italy,Europe,60000000,37749,615,1405948,25527,23432.47,425.45,1.816,0.0,98.18
2020-10-04,Italy,Europe,60000000,34034,361,1439982,25888,23999.7,431.47,1.798,0.0,98.2
2020-10-11,Italy,Europe,60000000,36847,468,1476829,26356,24613.82,439.27,1.785,0.0,98.22
2020-10-18,Italy,Europe,60000000,43087,771,1519916,27127,25331.93,452.12,1.785,0.0,98.22
2020-10-25,Italy,Europe,60000000,35279,495,1555195,27622,25919.92,460.37,1.776,0.0,98.22
2020-11-01,Italy,Europe,60000000,23678,202,1578873,27824,26314.55,463.73,1.762,0.0,98.24
2020-11-08,Italy,Europe,60000000,29851,281,1608724,28105,26812.07,468.42,1.747,0.0,98.25
2020-11-15,Italy,Europe,60000000,32076,736,1640800,28841,27346.67,480.68,1.758,0.0,98.24
2020-11-22,Italy,Europe,60000000,35593,683,1676393,29524,27939.88,492.07,1.761,0.0,98.24
2020-11-29,Italy,Europe,60000000,22894,519,1699287,30043,28321.45,500.72,1.768,0.0,98.23
2020-12-06,Italy,Europe,60000000,32507,368,1731794,30411,28863.23,506.85,1.756,0.0,98.24
2020-12-13,Italy,Europe,60000000,28615,368,1760409,30779,29340.15,512.98,1.748,0.0,98.25
2020-12-20,Italy,Europe,60000000,27953,697,1788362,31476,29806.03,524.6,1.76,0.0,98.24
2020-12-27,Italy,Europe,60000000,15959,371,1804321,31847,30072.02,530.78,1.765,0.0,98.23
2021-01-03,Italy,Europe,60000000,22284,547,1826605,32394,30443.42,539.9,1.773,0.0,98.23
2021-01-10,Italy,Europe,60000000,18848,422,1845453,32816,30757.55,546.93,1.778,0.0,98.22
2021-01-17,Italy,Europe,60000000,13063,178,1858516,32994,30975.27,549.9,1.775,0.0,98.22
2021-01-24,Italy,Europe,60000000,11951,293,1870467,33287,31174.45,554.78,1.78,0.0,98.22
2021-01-31,Italy,Europe,60000000,17318,389,1887785,33676,31463.08,561.27,1.784,0.0,98.22
2021-02-07,Italy,Europe,60000000,16329,154,1904114,33830,31735.23,563.83,1.777,0.0,98.22
2021-02-14,Italy,Europe,60000000,10515,96,1914629,33926,31910.48,565.43,1.772,0.0,98.23
2021-02-21,Italy,Europe,60000000,7961,94,1922590,34020,32043.17,567.0,1.769,0.0,98.23
2021-02-28,Italy,Europe,60000000,7811,98,1930401,34118,32173.35,568.63,1.767,0.0,98.23
2021-03-07,Italy,Europe,60000000,4772,51,1935173,34169,32252.88,569.48,1.766,0.26,98.23
2021-03-14,Italy,Europe,60000000,5881,122,1941054,34291,32350.9,571.52,1.767,0.97,98.23
2021-03-21,Italy,Europe,60000000,3130,39,1944184,34330,32403.07,572.17,1.766,1.98,98.23
2021-03-28,Italy,Europe,60000000,3329,43,1947513,34373,32458.55,572.88,1.765,3.05,98.23
